ID,Category_x,Reclassified_Category
990,Other,Artificial Intelligence / Machine Learning
991,Other,Artificial Intelligence / Machine Learning
992,Other,Artificial Intelligence / Machine Learning
993,Other,Networking
994,Other,Networking
995,Other,Other
996,Other,Artificial Intelligence / Machine Learning
997,Other,Other
998,Other,Other
999,Other,Artificial Intelligence / Machine Learning
1000,Other,Artificial Intelligence / Machine Learning
1001,Other,Artificial Intelligence / Machine Learning
1002,Other,Artificial Intelligence / Machine Learning
1003,Other,Other
1004,Other,Other
1006,Other,Artificial Intelligence / Machine Learning
1007,Other,Other
1008,Other,Other
1009,Other,Artificial Intelligence / Machine Learning
1010,Other,Artificial Intelligence / Machine Learning
1011,Other,Artificial Intelligence / Machine Learning
1012,Other,Web Development
1016,Other,Other
1018,Other,Artificial Intelligence / Machine Learning
1019,Other,Other
1020,Other,Artificial Intelligence / Machine Learning
1021,Other,Artificial Intelligence / Machine Learning
1022,Other,Artificial Intelligence / Machine Learning
1023,Other,Artificial Intelligence / Machine Learning
1024,Other,Artificial Intelligence / Machine Learning
1025,Other,Networking
1026,Other,Artificial Intelligence / Machine Learning
1027,Other,Artificial Intelligence / Machine Learning
1028,Other,Artificial Intelligence / Machine Learning
1029,Other,Other
1030,Other,Other
1031,Other,Artificial Intelligence / Machine Learning
1032,Other,Other
1034,Other,Artificial Intelligence / Machine Learning
1035,Other,Artificial Intelligence / Machine Learning
1036,Other,Other
1037,Other,Artificial Intelligence / Machine Learning
1038,Other,Artificial Intelligence / Machine Learning
1039,Other,Web Development
1040,Other,Other
1041,Other,Artificial Intelligence / Machine Learning
1042,Other,Artificial Intelligence / Machine Learning
1043,Other,Other
1044,Other,Artificial Intelligence / Machine Learning
1046,Other,Artificial Intelligence / Machine Learning
1047,Other,Artificial Intelligence / Machine Learning
1048,Other,Other
1049,Other,Other
1050,Other,Other
1051,Other,Other
1055,Other,Artificial Intelligence / Machine Learning
1057,Other,Artificial Intelligence / Machine Learning
1058,Other,Other
1059,Other,Artificial Intelligence / Machine Learning
1061,Other,Software Engineering
1062,Other,Web Development
1063,Other,Other
1064,Other,Artificial Intelligence / Machine Learning
1065,Other,Other
1066,Other,Artificial Intelligence / Machine Learning
1067,Other,Artificial Intelligence / Machine Learning
1068,Other,Other
1070,Other,Artificial Intelligence / Machine Learning
1072,Other,Mobile Development
1074,Other,Artificial Intelligence / Machine Learning
1075,Other,Artificial Intelligence / Machine Learning
1076,Other,Artificial Intelligence / Machine Learning
1077,Other,Artificial Intelligence / Machine Learning
1078,Other,Artificial Intelligence / Machine Learning
1079,Other,Artificial Intelligence / Machine Learning
1080,Other,Other
1081,Other,Other
1082,Other,Artificial Intelligence / Machine Learning
1084,Other,Artificial Intelligence / Machine Learning
1085,Other,Other
1086,Other,Artificial Intelligence / Machine Learning
1087,Other,Artificial Intelligence / Machine Learning
1088,Other,Networking
1089,Other,Web Development
1090,Other,Artificial Intelligence / Machine Learning
1091,Other,Artificial Intelligence / Machine Learning
1092,Other,Other
1093,Other,Other
1095,Other,Other
1096,Other,Artificial Intelligence / Machine Learning
1097,Other,Artificial Intelligence / Machine Learning
1098,Other,Artificial Intelligence / Machine Learning
1099,Other,Artificial Intelligence / Machine Learning
1100,Other,Artificial Intelligence / Machine Learning
1101,Other,Artificial Intelligence / Machine Learning
1102,Other,Artificial Intelligence / Machine Learning
1103,Other,Other
1104,Other,Other
1105,Other,Artificial Intelligence / Machine Learning
1106,Other,Other
1107,Other,Artificial Intelligence / Machine Learning
1113,Other,Artificial Intelligence / Machine Learning
1115,Other,Artificial Intelligence / Machine Learning
1116,Other,Other
1118,Other,Other
1119,Other,Artificial Intelligence / Machine Learning
1120,Other,Other
1122,Other,Artificial Intelligence / Machine Learning
1123,Other,Artificial Intelligence / Machine Learning
1125,Other,Artificial Intelligence / Machine Learning
1126,Other,Artificial Intelligence / Machine Learning
1127,Other,Artificial Intelligence / Machine Learning
1128,Other,Artificial Intelligence / Machine Learning
1129,Other,Artificial Intelligence / Machine Learning
1130,Other,Artificial Intelligence / Machine Learning
1132,Other,Artificial Intelligence / Machine Learning
1133,Other,Artificial Intelligence / Machine Learning
1134,Other,Artificial Intelligence / Machine Learning
1135,Other,Artificial Intelligence / Machine Learning
1136,Other,Other
1138,Other,Artificial Intelligence / Machine Learning
1139,Other,Other
1140,Other,Networking
1141,Other,Artificial Intelligence / Machine Learning
1143,Other,Artificial Intelligence / Machine Learning
1144,Other,Other
1145,Other,Artificial Intelligence / Machine Learning
1146,Other,Networking
1148,Other,Other
1149,Other,Artificial Intelligence / Machine Learning
1150,Other,Other
1151,Other,Other
1152,Other,Artificial Intelligence / Machine Learning
1153,Other,Other
1154,Other,Artificial Intelligence / Machine Learning
1155,Other,Artificial Intelligence / Machine Learning
1156,Other,Other
1158,Other,Artificial Intelligence / Machine Learning
1159,Other,Artificial Intelligence / Machine Learning
1160,Other,Other
1161,Other,Artificial Intelligence / Machine Learning
1162,Other,Artificial Intelligence / Machine Learning
1163,Other,Artificial Intelligence / Machine Learning
1164,Other,Artificial Intelligence / Machine Learning
1165,Other,Artificial Intelligence / Machine Learning
1166,Other,Web Development
1167,Other,Artificial Intelligence / Machine Learning
1168,Other,Other
1169,Other,Artificial Intelligence / Machine Learning
1170,Other,Other
1171,Other,Web Development
1172,Other,DevOps
1173,Other,Artificial Intelligence / Machine Learning
1174,Other,Other
1175,Other,Other
1176,Other,Artificial Intelligence / Machine Learning
1177,Other,Artificial Intelligence / Machine Learning
1178,Other,Artificial Intelligence / Machine Learning
1179,Other,Software Engineering
1180,Other,Other
1181,Other,Artificial Intelligence / Machine Learning
1182,Other,Other
1183,Other,Other
1184,Other,Other
1185,Other,Artificial Intelligence / Machine Learning
1186,Other,Other
1187,Other,Other
1188,Other,Artificial Intelligence / Machine Learning
1189,Other,Other
1190,Other,Artificial Intelligence / Machine Learning
1191,Other,Artificial Intelligence / Machine Learning
1192,Other,Other
1193,Other,DevOps
1194,Other,Other
1195,Other,Artificial Intelligence / Machine Learning
1196,Other,Web Development
1198,Other,Artificial Intelligence / Machine Learning
1199,Other,Artificial Intelligence / Machine Learning
1200,Other,Other
1201,Other,Other
1202,Other,Other
1203,Other,Networking
1204,Other,Artificial Intelligence / Machine Learning
1205,Other,Artificial Intelligence / Machine Learning
1206,Other,Artificial Intelligence / Machine Learning
1207,Other,Other
1208,Other,Artificial Intelligence / Machine Learning
1209,Other,Artificial Intelligence / Machine Learning
1210,Other,Networking
1211,Other,Artificial Intelligence / Machine Learning
1212,Other,Other
1213,Other,Artificial Intelligence / Machine Learning
1214,Other,Other
1215,Other,Other
1216,Other,Artificial Intelligence / Machine Learning
1218,Other,Networking
1219,Other,Other
1220,Other,Artificial Intelligence / Machine Learning
1221,Other,Artificial Intelligence / Machine Learning
1223,Other,Artificial Intelligence / Machine Learning
1224,Other,Networking
1225,Other,Artificial Intelligence / Machine Learning
1226,Other,Artificial Intelligence / Machine Learning
1227,Other,Other
1228,Other,Networking
1229,Other,Other
1231,Other,Networking
1232,Other,Other
1233,Other,Artificial Intelligence / Machine Learning
1234,Other,Mobile Development
1235,Other,Artificial Intelligence / Machine Learning
1236,Other,Networking
1237,Other,Artificial Intelligence / Machine Learning
1238,Other,Artificial Intelligence / Machine Learning
1239,Other,Networking
1240,Other,Other
1241,Other,Artificial Intelligence / Machine Learning
1242,Other,Artificial Intelligence / Machine Learning
1243,Other,Other
1244,Other,Artificial Intelligence / Machine Learning
1245,Other,Other
1246,Other,Artificial Intelligence / Machine Learning
1247,Other,Artificial Intelligence / Machine Learning
1248,Other,Artificial Intelligence / Machine Learning
1249,Other,Other
1250,Other,Artificial Intelligence / Machine Learning
1251,Other,Artificial Intelligence / Machine Learning
1252,Other,Artificial Intelligence / Machine Learning
1253,Other,Artificial Intelligence / Machine Learning
1254,Other,Other
1255,Other,Other
1256,Other,Other
1257,Other,Other
1258,Other,Artificial Intelligence / Machine Learning
1259,Other,Other
1260,Other,Artificial Intelligence / Machine Learning
1261,Other,Artificial Intelligence / Machine Learning
1262,Other,Artificial Intelligence / Machine Learning
1263,Other,Web Development
1264,Other,Artificial Intelligence / Machine Learning
1265,Other,Networking
1266,Other,Artificial Intelligence / Machine Learning
1267,Other,Artificial Intelligence / Machine Learning
1268,Other,Artificial Intelligence / Machine Learning
1270,Other,Web Development
1271,Other,Artificial Intelligence / Machine Learning
1272,Other,Networking
1274,Other,Networking
1275,Other,Artificial Intelligence / Machine Learning
1276,Other,Artificial Intelligence / Machine Learning
1278,Other,Networking
1279,Other,Mobile Development
1281,Other,Networking
1282,Other,Other
1284,Other,Other
1285,Other,Web Development
1286,Other,Artificial Intelligence / Machine Learning
1287,Other,Other
1288,Other,Artificial Intelligence / Machine Learning
1290,Other,Other
1292,Other,Other
1293,Other,Artificial Intelligence / Machine Learning
1294,Other,Artificial Intelligence / Machine Learning
1296,Other,Artificial Intelligence / Machine Learning
1297,Other,Other
1298,Other,Artificial Intelligence / Machine Learning
1299,Other,Artificial Intelligence / Machine Learning
1300,Other,Artificial Intelligence / Machine Learning
1301,Other,Other
1302,Other,Artificial Intelligence / Machine Learning
1303,Other,Other
1304,Other,Networking
1305,Other,Other
1306,Other,Artificial Intelligence / Machine Learning
1307,Other,Artificial Intelligence / Machine Learning
1308,Other,Networking
1309,Other,Mobile Development
1310,Other,Other
1311,Other,Other
1312,Other,Cloud Computing
1313,Other,Artificial Intelligence / Machine Learning
1314,Other,Artificial Intelligence / Machine Learning
1315,Other,Other
1316,Other,Artificial Intelligence / Machine Learning
1317,Other,Artificial Intelligence / Machine Learning
1318,Other,Artificial Intelligence / Machine Learning
1319,Other,Artificial Intelligence / Machine Learning
1320,Other,Artificial Intelligence / Machine Learning
1321,Other,Cloud Computing
1322,Other,Cloud Computing
1324,Other,Artificial Intelligence / Machine Learning
1325,Other,Artificial Intelligence / Machine Learning
1327,Other,Artificial Intelligence / Machine Learning
1329,Other,Artificial Intelligence / Machine Learning
1330,Other,Other
1331,Other,Other
1332,Other,Artificial Intelligence / Machine Learning
1333,Other,Networking
1334,Other,Other
1335,Other,Artificial Intelligence / Machine Learning
1336,Other,Other
1337,Other,Artificial Intelligence / Machine Learning
1338,Other,Other
1339,Other,Artificial Intelligence / Machine Learning
1340,Other,Other
1342,Other,Other
1346,Other,Artificial Intelligence / Machine Learning
1347,Other,Artificial Intelligence / Machine Learning
1348,Other,Other
1349,Other,Artificial Intelligence / Machine Learning
1350,Other,Other
1351,Other,Artificial Intelligence / Machine Learning
1352,Other,Artificial Intelligence / Machine Learning
1353,Other,Artificial Intelligence / Machine Learning
1354,Other,Artificial Intelligence / Machine Learning
1355,Other,Other
1356,Other,Artificial Intelligence / Machine Learning
1357,Other,Other
1358,Other,Other
1359,Other,Artificial Intelligence / Machine Learning
1360,Other,Artificial Intelligence / Machine Learning
1363,Other,Artificial Intelligence / Machine Learning
1364,Other,Artificial Intelligence / Machine Learning
1365,Other,Other
1368,Other,Artificial Intelligence / Machine Learning
